Name,FD,Corr-FD,Sys-FD,Planner-FD,SOFAI-PF-FD,Corr-SOFAI-PF-FD,Sys-SOFAI-PF-FD,Planner-SOFAI-PF-FD,SOFAI-PF-LPGxFD,Corr-SOFAI-PF-LPGxFD,Sys-SOFAI-PF-LPGxFD,Planner-SOFAI-PF-LPGxFD
ferry-l6-c6__74,2482.833385,1,2,1,5421.662807,1,1,,5603.483677,1,1,
zBW_problem_6_171__0,2484.110832,1,2,1,6966.695309,1,2,1,9477.451563,1,2,3
ferry-l6-c6__32,2485.501289,1,2,1,5334.908009,1,1,,5801.291943,1,1,
mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__0,2485.515594,1,2,1,,,,,5631.683826,1,1,
zBW_problem_6_164__0,2486.174345,1,2,1,6732.681751,1,2,1,5262.374878,0,-1,-1
zBW_problem_6_109__0,2486.8505,1,2,1,6340.87491,1,2,1,9115.601778,1,2,3
ferry-l6-c6__46,2487.120867,1,2,1,5277.236462,1,1,,5666.335583,1,1,
ferry-l6-c6__78,2487.455606,1,2,1,5440.025091,1,1,,5185.975313,1,1,
zBW_problem_6_143__0,2489.287138,1,2,1,6893.22567,1,2,1,9210.96015,1,2,1
mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__22,2489.341736,1,2,1,,,,,5788.162947,1,1,
ferry-l6-c6__94,2493.694067,1,2,1,6152.296782,1,1,,5297.218561,1,1,
zBW_problem_6_105__0,2494.127274,1,2,1,7201.069117,1,2,1,9303.334713,1,2,3
mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__31,2494.762659,1,2,1,,,,,5334.908009,1,1,
zBW_problem_6_127__0,2494.859934,1,2,1,7812.905788,1,2,1,9127.415895,1,2,3
ferry-l6-c6__10,2496.915102,1,2,1,5631.683826,1,1,,5704.527617,1,1,
zBW_problem_10_119__0,2498.118877,1,2,1,6475.605011,1,2,1,5675.904989,1,2,3
mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__45,2502.009869,1,2,1,,,,,5914.204121,1,1,
zBW_problem_6_129__0,2502.65646,1,2,1,7088.028908,1,2,1,8971.43364,1,2,3
ferry-l6-c6__1,2503.65448,1,2,1,5339.941978,1,1,,5369.369507,1,1,
mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__1,2504.395723,1,2,1,,,,,5580.128193,1,1,
zBW_problem_6_195__0,2508.263111,1,2,1,7635.068893,1,2,1,6183.026791,0,-1,-1
zBW_problem_6_159__0,2512.619019,1,2,1,8270.187855,1,2,1,9625.127792,1,2,3
zBW_problem_6_163__0,2513.205051,1,2,1,7225.868702,1,2,1,9167.860746,1,2,3
zBW_problem_6_185__0,2514.136791,1,2,1,8456.608295,1,2,1,9830.476761,1,2,3
mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__5,2514.227867,1,2,1,,,,,5481.890678,1,1,
ferry-l6-c6__84,2515.161991,1,2,1,5481.890678,1,1,,5621.327162,1,1,
zBW_problem_6_162__0,2516.185522,1,2,1,6188.23719,1,2,1,8319.690228,1,2,3
zBW_problem_6_167__0,2521.709442,1,2,1,7714.278221,1,2,1,6061.60593,0,-1,-1
zBW_problem_10_93__0,2527.677774,1,2,1,7207.398653,1,2,1,5018.571615,1,2,3
zBW_problem_6_187__0,2527.724743,1,2,1,6862.500906,1,2,1,9090.987444,1,2,1
zBW_problem_6_189__0,2528.454542,1,2,1,7875.159264,1,2,1,7993.162394,0,-1,-1
zBW_problem_12_22__0,2530.261517,1,2,1,6656.895161,1,2,1,5368.83688,1,2,3
ferry-l6-c6__67,2531.516314,1,2,1,5599.284649,1,1,,6344.914198,1,1,
zBW_problem_6_156__0,2534.927368,1,2,1,7474.183321,1,2,1,9813.947201,1,2,3
mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__6,2536.469221,1,2,1,,,,,5312.645912,1,1,
zBW_problem_6_146__0,2537.040234,1,2,1,7958.495855,1,2,1,8004.138708,0,-1,-1
zBW_problem_6_188__0,2548.16103,1,2,1,7631.587267,1,2,1,9839.556932,1,2,3
zBW_problem_6_114__0,2550.264359,1,2,1,6996.732473,1,2,1,10207.39341,1,2,3
mixed-f6-p7-u0-v0-d0-a0-n0-A0-B0-N0-F0__33,2552.496672,1,2,1,,,,,5294.703007,1,1,
zBW_problem_6_151__0,2557.584286,1,2,1,7151.015759,1,2,1,9342.030764,1,2,1
zBW_problem_10_103__0,2558.221817,1,2,1,6887.671709,1,2,1,5294.667959,1,2,3
zBW_problem_6_117__0,2559.419155,1,2,1,6960.812807,1,2,1,9003.338099,1,2,3
zBW_problem_6_174__0,2560.929537,1,2,1,7105.537891,1,2,1,9056.111336,1,2,3
zBW_problem_10_106__0,2565.728664,1,2,1,6527.099133,1,2,1,8923.428535,1,2,1
zBW_problem_6_186__0,2566.576481,1,2,1,6607.713938,1,2,1,8293.744326,1,2,3
mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__8,2571.745634,1,2,1,,,,,5014.867783,1,1,
zBW_problem_6_115__0,2573.163509,1,2,1,7637.152672,1,2,1,7982.761621,0,-1,-1
zBW_problem_6_170__0,2576.713562,1,2,1,8527.884722,1,2,1,8490.990639,1,2,3
zBW_problem_6_168__0,2579.196215,1,2,1,6699.163914,1,2,1,8368.450642,1,2,3
zBW_problem_6_126__0,2579.35977,1,2,1,7943.771124,1,2,1,9177.149057,1,2,3
zBW_problem_12_65__0,2585.530043,1,2,1,8507.68733,1,2,1,6767.166376,1,2,3
zBW_problem_6_158__0,2588.009357,1,2,1,8834.695816,1,2,1,10435.09245,1,2,3
ferry-l6-c6__12,2588.120937,1,2,1,5656.330109,1,1,,6192.872047,1,1,
zBW_problem_6_133__0,2601.979733,1,2,1,7252.047539,1,2,1,10630.88679,1,2,3
zBW_problem_6_132__0,2606.307507,1,2,1,7830.541372,1,2,1,9101.745605,1,2,3
zBW_problem_10_114__0,2607.944012,1,2,1,5867.774487,1,2,1,5474.970341,1,2,3
zBW_problem_12_39__0,2608.513832,1,2,1,10206.17962,1,2,1,5911.595821,1,2,3
zBW_problem_12_53__0,2612.53953,1,2,1,6859.829664,1,2,1,5393.732786,1,2,3
ferry-l6-c6__83,2613.139153,1,2,1,5442.254543,1,1,,5547.093153,1,1,
zBW_problem_6_137__0,2615.507841,1,2,1,7053.4935,1,2,1,8445.616961,1,2,3
zBW_problem_6_119__0,2616.299868,1,2,1,7508.863926,1,2,1,9445.347309,1,2,3
zBW_problem_10_111__0,2616.411209,1,2,1,7103.416443,1,2,1,5237.059832,1,2,3
zBW_problem_6_101__0,2620.259285,1,2,1,6143.846512,1,2,1,9470.762014,1,2,1
zBW_problem_6_184__0,2630.591154,1,2,1,8772.942543,1,2,1,8855.582237,1,2,1
zBW_problem_10_94__0,2630.866766,1,2,1,6494.662285,1,2,1,5597.388029,1,2,3
zBW_problem_6_116__0,2633.508921,1,2,1,8454.672813,1,2,1,8132.147312,0,-1,-1
zBW_problem_6_148__0,2637.728214,1,2,1,7520.386457,1,2,1,10098.94872,1,2,3
zBW_problem_6_113__0,2638.007164,1,2,1,6101.971388,1,2,1,6752.596617,0,-1,-1
zBW_problem_6_104__0,2645.459175,1,2,1,7013.376474,1,2,1,9318.078041,1,2,3
zBW_problem_6_142__0,2649.204493,1,2,1,8955.991745,1,2,1,9493.60919,1,2,3
zBW_problem_12_36__0,2653.178692,1,2,1,7033.02598,1,2,1,5621.152163,1,2,3
mixed-f10-p6-u0-v0-d0-a0-n0-A0-B0-N0-F0__11,2665.279865,1,2,1,,,,,5385.281563,1,1,
zBW_problem_6_180__0,2685.171366,1,2,1,7112.268448,1,2,1,9747.751951,1,2,3
zBW_problem_6_155__0,2688.634157,1,2,1,6598.511457,1,2,1,7815.383196,1,2,3
zBW_problem_12_13__0,2692.485094,1,2,1,6870.334387,1,2,1,6495.681047,1,2,1
zBW_problem_6_197__0,2693.601131,1,2,1,7744.043827,1,2,1,6572.021723,0,-1,-1
zBW_problem_6_120__0,2695.316315,1,2,1,9902.551413,1,2,1,7246.771336,0,-1,-1
zBW_problem_6_160__0,2705.464602,1,2,1,8206.751585,1,2,1,8287.158251,1,2,3
zBW_problem_10_102__0,2725.833893,1,2,1,6667.340517,1,2,1,5675.197363,1,2,3
zBW_problem_12_37__0,2727.91338,1,2,1,7020.187378,1,2,1,7325.057983,1,2,1
zBW_problem_6_144__0,2773.638248,1,2,1,7012.693405,1,2,1,10261.22904,1,2,3
zBW_problem_12_9__0,2799.28875,1,2,1,6830.899,1,2,1,5215.579033,0,-1,-1
zBW_problem_6_131__0,2817.945242,1,2,1,6796.139479,1,2,1,9329.079628,1,2,3
ferry-l6-c6__68,2855.237484,1,2,1,5294.703007,1,1,,5250.144482,1,1,
zBW_problem_12_5__0,2863.521099,1,2,1,8208.713055,1,2,1,7079.479456,1,2,1
zBW_problem_10_107__0,2902.84729,1,2,1,6527.547359,1,2,1,5403.63574,1,2,3
zBW_problem_12_67__0,2906.031609,1,2,1,7292.415619,1,2,1,5018.38541,1,2,3
zBW_problem_12_8__0,2908.570051,1,2,1,9442.955017,1,2,1,5768.897295,1,2,3
zBW_problem_10_101__0,2930.038452,1,2,1,7257.56216,1,2,1,5358.026981,1,2,3
zBW_problem_10_112__0,2952.266216,1,2,1,8125.872374,1,2,1,5389.592648,1,2,3
zBW_problem_10_115__0,2955.493212,1,2,1,8909.307957,1,2,1,5180.51815,1,2,3
zBW_problem_10_110__0,3143.306255,1,2,1,6866.987467,1,2,1,5698.536873,1,2,3
zBW_problem_10_92__0,3178.382397,1,2,1,7449.474335,1,2,1,5461.899281,1,2,3
zBW_problem_6_124__0,3215.212822,1,2,1,6465.50703,1,2,1,6744.355202,1,2,3
zBW_problem_12_18__0,3432.207823,1,2,1,8884.551287,1,2,1,5572.876215,1,2,3
zBW_problem_10_100__0,3580.633879,1,2,1,7414.393425,1,2,1,5684.963703,1,2,3
zBW_problem_12_50__0,3752.910137,1,2,1,9001.980066,1,2,1,6024.77932,1,2,3
DL_problem_4_6_7_150__0,3817.901373,1,2,1,5249.857664,1,1,,5765.893221,1,1,
zBW_problem_10_116__0,3835.73699,1,2,1,6209.554195,1,2,1,5533.553839,1,2,3
zBW_problem_12_10__0,3919.260502,1,2,1,7964.280128,1,2,1,8050.525188,1,2,1
zBW_problem_10_98__0,4007.014036,1,2,1,9386.177778,1,2,1,6161.821842,1,2,3
zBW_problem_10_108__0,4040.5972,1,2,1,8016.573429,1,2,1,5781.037092,1,2,3
zBW_problem_12_46__0,4232.651711,1,2,1,8385.659695,1,2,1,7830.99103,1,2,3
zBW_problem_10_113__0,4454.114676,1,2,1,8472.181082,1,2,1,5452.74353,1,2,3
DL_problem_4_6_7_119__0,5144.153595,1,2,1,5699.093103,1,1,,5699.093103,1,1,
zBW_problem_12_52__0,5197.956324,1,2,1,9432.315588,1,2,1,5634.312153,0,-1,-1
zBW_problem_12_6__0,5338.456154,1,2,1,9044.248819,1,2,1,5799.975395,1,2,3
zBW_problem_10_96__0,5386.27553,1,2,1,9667.391539,1,2,1,5868.489981,0,-1,-1
zBW_problem_12_59__0,5441.875935,1,2,1,9418.147802,1,2,1,5639.022827,1,2,3
zBW_problem_12_77__0,5621.720314,1,2,1,9388.003588,1,2,1,6044.24119,1,2,3
zBW_problem_12_40__0,6197.700024,1,2,1,10694.24391,1,2,1,5487.962484,1,2,3
zBW_problem_12_44__0,6244.510174,1,2,1,13160.58016,1,2,1,5592.859507,1,2,3
DL_problem_4_6_7_174__0,6375.670671,1,2,1,5945.846796,1,1,,6123.093605,1,2,3
zBW_problem_12_2__0,6769.678593,1,2,1,11284.44552,1,2,1,5888.064623,1,2,3
zBW_problem_12_14__0,6850.027561,1,2,1,12469.10214,1,2,1,10934.41153,1,2,1
DL_problem_4_6_7_200__0,6892.488241,1,2,1,5338.279009,1,1,,5051.741123,1,2,3
zBW_problem_12_66__0,6938.900948,1,2,1,10871.56749,1,2,1,11387.44664,1,2,1
zBW_problem_10_97__0,7036.528587,1,2,1,11151.56913,1,2,1,5056.164265,1,2,3
DL_problem_4_6_7_138__0,8037.217855,1,2,1,5437.037468,1,1,,5234.520435,1,2,3
zBW_problem_12_30__0,8096.662045,1,2,1,12196.36536,1,2,1,5354.947805,1,2,3
zBW_problem_12_31__0,8157.631159,1,2,1,12289.38007,1,2,1,12029.64497,1,2,1
DL_problem_4_6_7_175__0,8212.471247,1,2,1,6082.446337,1,1,,5572.136641,1,2,3
zBW_problem_12_57__0,8360.810757,1,2,1,14890.1422,1,2,1,5427.970171,1,2,3
zBW_problem_12_7__0,9145.134926,1,2,1,13514.12654,1,2,1,13193.35341,1,2,1
DL_problem_4_6_7_139__0,9298.973322,1,2,1,5504.89378,1,1,,5026.079178,1,2,3
zBW_problem_12_11__0,9337.546587,1,2,1,13533.82754,1,2,1,14527.70615,1,2,1
zBW_problem_12_27__0,10676.07164,1,2,1,14471.04645,1,2,1,15828.49979,1,2,1
zBW_problem_12_70__0,11133.4362,1,2,1,15044.89422,1,2,1,15874.70555,1,2,1
zBW_problem_12_19__0,12436.3451,1,2,1,16208.10127,1,2,1,5238.067627,1,2,3
zBW_problem_12_29__0,13274.79911,1,2,1,17783.57792,1,2,1,5596.650124,1,2,3
zBW_problem_12_60__0,13553.78914,1,2,1,20323.30441,1,2,1,5540.208101,1,2,3
zBW_problem_12_3__0,15387.56394,1,2,1,19395.17951,1,2,1,5605.284452,1,2,3
DL_problem_4_6_7_171__0,18577.25215,1,2,1,5697.615862,1,1,,5334.488392,1,2,3
zBW_problem_12_26__0,19289.29305,1,2,1,25135.20479,1,2,1,6161.056042,1,2,3
zBW_problem_12_4__0,21730.85308,1,2,1,26403.39255,1,2,1,5621.79327,1,2,3
DL_problem_4_6_7_186__0,21731.69398,1,2,1,5531.489134,1,1,,5459.329128,1,2,3
zBW_problem_12_24__0,23903.46837,1,2,1,27324.55683,1,2,1,5544.636011,1,2,3
DL_problem_4_6_7_147__0,24255.50795,1,2,1,5168.358803,1,1,,5984.218836,1,2,3
DL_problem_4_6_7_195__0,26971.59505,1,2,1,5741.58597,1,1,,5461.023092,1,2,3
zBW_problem_12_41__0,27347.99957,1,2,1,31064.33582,1,2,1,5236.958981,1,2,3
zBW_problem_12_28__0,29577.54707,1,2,1,35338.46807,1,2,1,8069.801807,1,2,3
zBW_problem_12_63__0,39275.98667,1,2,1,45543.55884,1,2,1,46473.5291,1,2,1
zBW_problem_10_109__0,43110.36801,1,2,1,46874.69387,1,2,1,5467.010975,1,2,3
DL_problem_4_6_7_120__0,43467.88955,1,2,1,5765.893221,1,1,,5580.545425,1,2,3
zBW_problem_12_54__0,44773.91076,1,2,1,48826.67589,1,2,1,6298.735857,1,2,3
zBW_problem_12_33__0,51049.95561,1,2,1,56099.44391,1,2,1,56249.58515,1,2,1
DL_problem_4_6_7_162__0,53060.42767,1,2,1,5435.137272,1,1,,5295.504093,1,2,3
zBW_problem_12_35__0,56233.7482,1,2,1,60816.70451,0,-1,-1,5484.845877,1,2,3
zBW_problem_12_49__0,56891.43467,1,2,1,60406.25906,0,-1,-1,5905.880451,1,2,3
DL_problem_4_6_7_145__0,60442.81554,1,2,1,5077.037573,1,1,,5865.260363,1,2,3
zBW_problem_12_45__0,60848.04392,1,2,1,60145.28799,0,-1,-1,5666.073322,1,2,3
DL_problem_4_6_7_176__0,61015.92088,1,2,1,5746.129274,1,1,,5307.17063,1,2,3
DL_problem_4_6_7_136__0,61089.33139,0,-1,-1,5319.797993,1,1,,5665.223598,1,2,3
zBW_problem_12_12__0,61090.101,0,-1,-1,61084.3122,0,-1,-1,5867.068291,1,2,3
DL_problem_4_6_7_178__0,61091.01224,0,-1,-1,5361.787796,1,1,,5826.405764,1,2,3
DL_problem_4_6_7_156__0,61096.17996,0,-1,-1,5557.210684,1,1,,5665.714741,1,2,3
DL_problem_4_6_7_143__0,61096.55428,0,-1,-1,5717.087746,1,1,,5981.847048,1,2,3
DL_problem_4_6_7_172__0,61108.75392,0,-1,-1,5045.916557,1,1,,6201.198101,1,2,3
DL_problem_4_6_7_131__0,61111.41062,0,-1,-1,5483.705997,1,1,,6114.974022,1,2,3
DL_problem_4_6_7_132__0,61112.32376,0,-1,-1,5447.453499,1,1,,5942.937374,1,2,3
DL_problem_4_6_7_124__0,61114.02941,0,-1,-1,5704.527617,1,1,,5581.513643,1,2,3
DL_problem_4_6_7_163__0,61116.31227,0,-1,-1,5334.485054,1,1,,5584.62286,1,2,3
DL_problem_4_6_7_125__0,61117.14697,0,-1,-1,5481.897831,1,1,,5599.760294,1,2,3
DL_problem_4_6_7_118__0,61117.76996,0,-1,-1,60510.09345,0,-1,-1,6170.617819,1,2,3
DL_problem_4_6_7_197__0,61119.43507,0,-1,-1,5453.516006,1,1,,6158.165216,1,2,3
DL_problem_4_6_7_122__0,61120.7099,0,-1,-1,5724.407434,1,1,,5779.313564,1,2,3
DL_problem_4_6_7_127__0,61120.88561,0,-1,-1,5674.472332,1,1,,5526.835203,1,2,3
DL_problem_4_6_7_179__0,61122.82872,0,-1,-1,5673.882961,1,1,,5930.218458,1,2,3
zBW_problem_12_16__0,61122.96152,0,-1,-1,60948.93789,0,-1,-1,5465.436935,1,2,3
DL_problem_4_6_7_166__0,61124.77446,0,-1,-1,5463.676453,1,1,,5882.073402,1,2,3
DL_problem_4_6_7_187__0,61126.35612,0,-1,-1,5270.974636,1,1,,5805.708885,1,2,3
DL_problem_4_6_7_141__0,61126.7395,0,-1,-1,5365.252018,1,1,,5651.658058,1,2,3
DL_problem_4_6_7_173__0,61126.87135,0,-1,-1,5954.885006,1,1,,6459.400177,1,2,3
DL_problem_4_6_7_165__0,61127.17843,0,-1,-1,5615.404129,1,1,,5586.805105,1,2,3
DL_problem_4_6_7_146__0,61127.85625,0,-1,-1,5801.291943,1,1,,6342.885017,1,2,3
DL_problem_4_6_7_116__0,61128.68404,0,-1,-1,60374.60589,0,-1,-1,5634.978533,1,2,3
DL_problem_4_6_7_190__0,61128.72386,0,-1,-1,5684.734583,1,1,,6177.213907,1,2,3
DL_problem_4_6_7_192__0,61129.00591,0,-1,-1,5228.616238,1,1,,6136.134624,1,2,3
DL_problem_4_6_7_152__0,61130.33152,0,-1,-1,5129.17161,1,1,,5837.648869,1,2,3
DL_problem_4_6_7_153__0,61130.40185,0,-1,-1,5714.580059,1,1,,5773.192644,1,2,3
DL_problem_5_7_9_10__0,61131.04415,0,-1,-1,5176.68438,1,1,,5903.739452,1,2,3
DL_problem_4_6_7_137__0,61131.13213,0,-1,-1,5477.713823,1,1,,5624.149084,1,2,3
DL_problem_4_6_7_164__0,61131.77013,0,-1,-1,5529.250622,1,1,,5668.488503,1,2,3
DL_problem_4_6_7_199__0,61132.792,0,-1,-1,5621.327162,1,1,,5864.568949,1,2,3
DL_problem_4_6_7_169__0,61133.76904,0,-1,-1,5609.072208,1,1,,5724.407434,1,1,
DL_problem_4_6_7_189__0,61134.06539,0,-1,-1,5603.483677,1,1,,6195.922613,1,2,3
DL_problem_4_6_7_180__0,61134.57274,0,-1,-1,5536.784887,1,1,,5672.499657,1,2,3
DL_problem_5_7_9_14__0,61135.11872,0,-1,-1,4929.684877,1,1,,5293.658257,1,2,3
DL_problem_4_6_7_123__0,61135.47635,0,-1,-1,5369.369507,1,1,,6382.021904,1,2,3
DL_problem_4_6_7_185__0,61137.29143,0,-1,-1,5205.276251,1,1,,5933.592796,1,2,3
DL_problem_5_7_9_11__0,61138.25226,0,-1,-1,5505.371571,1,1,,5808.702946,1,2,3
DL_problem_4_6_7_151__0,61138.27252,0,-1,-1,5534.988642,1,1,,6103.979826,1,2,3
DL_problem_5_7_9_18__0,61139.17065,0,-1,-1,5943.94207,1,1,,6071.192265,1,2,3
zBW_problem_12_47__0,61139.34207,0,-1,-1,60263.61012,0,-1,-1,60297.61791,0,-1,-1
DL_problem_4_6_7_159__0,61139.70757,0,-1,-1,5741.511345,1,1,,5585.314989,1,2,3
DL_problem_5_7_9_13__0,61140.40613,0,-1,-1,5817.171097,1,1,,6512.541294,1,2,3
zBW_problem_12_68__0,61141.77966,0,-1,-1,60935.47702,0,-1,-1,5177.599192,1,2,3
zBW_problem_12_34__0,61141.84856,0,-1,-1,60710.43849,0,-1,-1,60468.18852,0,-1,-1
zBW_problem_12_42__0,61142.9863,0,-1,-1,61050.62461,0,-1,-1,5777.620077,1,2,3
DL_problem_4_6_7_149__0,61143.24427,0,-1,-1,5848.799944,1,1,,5681.768417,1,2,3
DL_problem_4_6_7_193__0,61143.45264,0,-1,-1,5185.975313,1,1,,5877.694607,1,2,3
DL_problem_4_6_7_133__0,61144.32025,0,-1,-1,5582.548618,1,1,,5489.146471,1,2,3
zBW_problem_12_15__0,61144.55462,0,-1,-1,60235.31747,0,-1,-1,6952.406883,1,2,3
DL_problem_4_6_7_184__0,61145.09964,0,-1,-1,5337.431669,1,1,,6351.132393,1,2,3
zBW_problem_12_20__0,61145.16473,0,-1,-1,60924.74127,0,-1,-1,5501.614094,1,2,3
DL_problem_4_6_7_188__0,61145.30873,0,-1,-1,5680.729151,1,1,,5868.709803,1,2,3
DL_problem_4_6_7_198__0,61145.66898,0,-1,-1,5547.093153,1,1,,5570.646524,1,2,3
DL_problem_4_6_7_183__0,61145.69592,0,-1,-1,5250.144482,1,1,,6084.215879,1,2,3
DL_problem_4_6_7_114__0,61145.83111,0,-1,-1,60731.90665,0,-1,-1,5774.385929,1,2,3
DL_problem_4_6_7_130__0,61146.01707,0,-1,-1,5688.856602,1,1,,5931.825638,1,2,3
DL_problem_4_6_7_142__0,61146.21043,0,-1,-1,5645.734072,1,1,,5848.77491,1,2,3
zBW_problem_12_17__0,61148.1812,0,-1,-1,60311.99837,0,-1,-1,60256.77252,0,-1,-1
DL_problem_5_7_9_20__0,61148.3438,0,-1,-1,5793.431759,1,1,,5863.365173,1,2,3
DL_problem_4_6_7_170__0,61148.52977,0,-1,-1,5790.119886,1,1,,6402.627945,1,2,3
DL_problem_5_7_9_16__0,61150.04086,0,-1,-1,5372.247934,1,1,,5719.916105,1,2,3
DL_problem_4_6_7_161__0,61150.0442,0,-1,-1,5268.025398,1,1,,5655.653238,1,2,3
DL_problem_4_6_7_129__0,61150.15483,0,-1,-1,5967.586756,1,1,,5898.278952,1,2,3
DL_problem_4_6_7_128__0,61151.41201,0,-1,-1,5431.668758,1,1,,6032.640696,1,2,3
DL_problem_4_6_7_182__0,61151.71647,0,-1,-1,6344.914198,1,1,,5767.896652,1,2,3
DL_problem_4_6_7_167__0,61152.01354,0,-1,-1,5222.322702,1,1,,6176.406384,1,2,3
zBW_problem_12_38__0,61153.12195,0,-1,-1,60649.02234,0,-1,-1,5636.93428,1,2,3
zBW_problem_12_51__0,61153.52845,0,-1,-1,60574.99123,0,-1,-1,5411.273479,1,2,3
zBW_problem_12_23__0,61153.93209,0,-1,-1,60231.46653,0,-1,-1,6095.123291,1,2,3
zBW_problem_12_58__0,61153.95021,0,-1,-1,60257.02381,0,-1,-1,5187.772751,1,2,3
DL_problem_4_6_7_191__0,61154.63281,0,-1,-1,5637.565613,1,1,,5980.548382,1,2,3
zBW_problem_12_56__0,61156.61263,0,-1,-1,60450.82283,0,-1,-1,61373.39711,0,-1,-1
DL_problem_4_6_7_140__0,61158.48517,0,-1,-1,5223.170519,1,1,,5843.94908,1,2,3
DL_problem_5_7_9_17__0,61159.16729,0,-1,-1,5719.835758,1,1,,5890.221834,1,2,3
DL_problem_4_6_7_135__0,61160.38108,0,-1,-1,5299.040556,1,1,,5874.523401,1,2,3
DL_problem_4_6_7_168__0,61160.77995,0,-1,-1,5614.618778,1,1,,5295.162916,1,2,3
DL_problem_4_6_7_177__0,61161.40747,0,-1,-1,5537.049294,1,1,,6338.660479,1,2,3
DL_problem_4_6_7_121__0,61161.43703,0,-1,-1,5729.159355,1,1,,6176.966667,1,2,3
DL_problem_4_6_7_126__0,61161.63278,0,-1,-1,6192.872047,1,1,,6139.784575,1,2,3
DL_problem_5_7_9_5__0,61162.30249,0,-1,-1,5488.97934,1,1,,6099.496603,1,2,3
DL_problem_4_6_7_181__0,61162.72306,0,-1,-1,5543.567181,1,1,,5213.378191,1,2,3
DL_problem_4_6_7_134__0,61163.28382,0,-1,-1,5655.456543,1,1,,5813.600779,1,2,3
DL_problem_4_6_7_148__0,61163.96785,0,-1,-1,5710.818768,1,1,,5867.204189,1,2,3
DL_problem_5_7_9_12__0,61164.2983,0,-1,-1,5156.52895,1,1,,5563.652992,1,2,3
DL_problem_5_7_9_15__0,61164.41441,0,-1,-1,5625.331402,1,1,,5931.032658,1,2,3
DL_problem_4_6_7_144__0,61166.5659,0,-1,-1,5076.871872,1,1,,5958.219528,1,2,3
DL_problem_4_6_7_117__0,61166.9054,0,-1,-1,60681.70071,0,-1,-1,5889.144182,1,2,3
DL_problem_4_6_7_154__0,61167.93847,0,-1,-1,5638.5324,1,1,,5963.60302,1,2,3
DL_problem_4_6_7_158__0,61168.79368,0,-1,-1,5254.96316,1,1,,5729.159355,1,1,
DL_problem_4_6_7_157__0,61173.70844,0,-1,-1,5726.311445,1,1,,5921.835423,1,2,3
DL_problem_4_6_7_196__0,61175.88663,0,-1,-1,5154.761791,1,1,,5771.728992,1,2,3
DL_problem_4_6_7_194__0,61176.07641,0,-1,-1,5614.967823,1,1,,6003.302813,1,2,3
zBW_problem_12_25__0,61179.42476,0,-1,-1,60766.67237,0,-1,-1,5464.790344,1,2,3
DL_problem_4_6_7_113__0,61180.02462,0,-1,-1,60931.77199,0,-1,-1,5749.420643,1,2,3
zBW_problem_12_69__0,61181.60081,0,-1,-1,60238.60168,0,-1,-1,4962.990761,1,2,3
DL_problem_4_6_7_155__0,61182.7879,0,-1,-1,5820.845127,1,1,,6180.956364,1,2,3
zBW_problem_12_43__0,61187.40058,0,-1,-1,60277.32563,0,-1,-1,60182.92785,0,-1,-1
DL_problem_4_6_7_160__0,61191.02097,0,-1,-1,5666.335583,1,1,,6029.306412,1,2,3
zBW_problem_12_32__0,61191.91599,0,-1,-1,60387.41922,0,-1,-1,5399.194717,1,2,3
zBW_problem_12_55__0,61216.19439,0,-1,-1,60215.23404,0,-1,-1,5819.580078,1,2,3
DL_problem_5_7_9_19__0,61216.38465,0,-1,-1,5297.218561,1,1,,6523.848534,1,2,3
zBW_problem_12_48__0,61219.17534,0,-1,-1,60845.24679,0,-1,-1,5206.096649,1,2,3
DL_problem_4_6_7_115__0,61253.04031,0,-1,-1,60749.61352,0,-1,-1,6431.449652,1,2,3
