"Domain: blocksworld <GOAL> on b1 b9, on b2 b1, on b3 b5, on b4 b8, on b6 b10, on b9 b6, on b10 b3 <INIT> arm-empty, on b1 b10, on b2 b8, on-table b3, on b4 b9, on b5 b4, on b6 b3, on-table b7, on b8 b6, on b9 b7, on b10 b5, clear b1, clear b2 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b1 b10,putdown b1,unstack b10 b5,stack b10 b1,unstack b5 b4,putdown b5,unstack b2 b8,putdown b2,unstack b8 b6,putdown b8,unstack b4 b9,stack b4 b8,unstack b6 b3,stack b6 b2,pickup b3,stack b3 b5,unstack b10 b1,stack b10 b3,unstack b6 b2,stack b6 b10,unstack b9 b7,stack b9 b6,pickup b1,stack b1 b9,pickup b2,stack b2 b1"
"Domain: blocksworld <GOAL> on b2 b10, on b3 b5, on b4 b1, on b6 b4, on b7 b6, on b8 b3, on b9 b8 <INIT> arm-empty, on b1 b6, on b2 b3, on b3 b5, on-table b4, on b5 b1, on-table b6, on-table b7, on b8 b4, on b9 b8, on b10 b2, clear b7, clear b9, clear b10 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b10 b2,putdown b10,unstack b2 b3,stack b2 b10,unstack b3 b5,stack b3 b2,unstack b5 b1,putdown b5,unstack b1 b6,putdown b1,unstack b3 b2,stack b3 b5,unstack b9 b8,stack b9 b1,unstack b8 b4,stack b8 b3,unstack b9 b1,stack b9 b8,pickup b4,stack b4 b1,pickup b6,stack b6 b4,pickup b7,stack b7 b6"
"Domain: blocksworld <GOAL> on b1 b4, on b3 b5, on b4 b6, on b6 b2, on b7 b8, on b9 b1, on b10 b9 <INIT> arm-empty, on-table b1, on b2 b4, on b3 b8, on b4 b9, on b5 b2, on b6 b3, on b7 b5, on-table b8, on b9 b6, on b10 b7, clear b1, clear b10 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b10 b7,putdown b10,unstack b7 b5,stack b7 b1,unstack b5 b2,putdown b5,unstack b2 b4,putdown b2,unstack b4 b9,stack b4 b5,unstack b9 b6,stack b9 b10,unstack b6 b3,stack b6 b2,unstack b4 b5,stack b4 b6,unstack b3 b8,stack b3 b5,unstack b7 b1,stack b7 b8,pickup b1,stack b1 b4,unstack b9 b10,stack b9 b1,pickup b10,stack b10 b9"
"Domain: blocksworld <GOAL> on b3 b5, on b5 b2, on b6 b10, on b7 b6, on b10 b8 <INIT> arm-empty, on b1 b9, on b2 b5, on b3 b4, on-table b4, on b5 b6, on b6 b3, on b7 b8, on b8 b10, on b9 b7, on b10 b2, clear b1 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b1 b9,putdown b1,unstack b9 b7,putdown b9,unstack b7 b8,stack b7 b1,unstack b8 b10,putdown b8,unstack b10 b2,stack b10 b8,unstack b2 b5,putdown b2,unstack b5 b6,stack b5 b2,unstack b6 b3,stack b6 b10,unstack b3 b4,stack b3 b5,unstack b7 b1,stack b7 b6"
"Domain: blocksworld <GOAL> on b2 b1, on b3 b10, on b7 b9, on b9 b2, on b10 b6 <INIT> arm-empty, on b1 b7, on-table b2, on-table b3, on b4 b6, on b5 b3, on b6 b10, on-table b7, on-table b8, on-table b9, on b10 b9, clear b1, clear b2, clear b4, clear b5, clear b8 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b1 b7,putdown b1,unstack b4 b6,putdown b4,unstack b5 b3,putdown b5,unstack b6 b10,putdown b6,unstack b10 b9,stack b10 b6,pickup b2,stack b2 b1,pickup b3,stack b3 b10,pickup b9,stack b9 b2,pickup b7,stack b7 b9"
"Domain: blocksworld <GOAL> on b2 b6, on b3 b5, on b6 b7, on b7 b10, on b8 b1, on b9 b4, on b10 b9 <INIT> arm-empty, on b1 b9, on-table b2, on b3 b2, on b4 b1, on-table b5, on-table b6, on b7 b6, on b8 b4, on-table b9, on b10 b3, clear b5, clear b7, clear b8, clear b10 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b8 b4,stack b8 b5,unstack b4 b1,putdown b4,unstack b1 b9,putdown b1,unstack b8 b5,stack b8 b1,pickup b9,stack b9 b4,unstack b10 b3,stack b10 b9,unstack b3 b2,stack b3 b5,unstack b7 b6,stack b7 b10,pickup b6,stack b6 b7,pickup b2,stack b2 b6"
"Domain: blocksworld <GOAL> on b2 b4, on b4 b9, on b5 b2, on b8 b7, on b9 b3, on b10 b8 <INIT> arm-empty, on b1 b9, on-table b2, on b3 b6, on b4 b5, on b5 b7, on b6 b4, on-table b7, on b8 b1, on b9 b10, on-table b10, clear b2, clear b3, clear b8 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b3 b6,putdown b3,unstack b6 b4,putdown b6,unstack b8 b1,stack b8 b6,unstack b1 b9,putdown b1,unstack b9 b10,stack b9 b3,unstack b4 b5,stack b4 b9,pickup b2,stack b2 b4,unstack b5 b7,stack b5 b2,unstack b8 b6,stack b8 b7,pickup b10,stack b10 b8"
"Domain: blocksworld <GOAL> on b2 b10, on b3 b9, on b4 b1, on b5 b8, on b8 b7, on b9 b5, on b10 b6 <INIT> arm-empty, on b1 b3, on-table b2, on b3 b10, on b4 b7, on b5 b4, on-table b6, on b7 b1, on b8 b2, on-table b9, on b10 b6, clear b5, clear b8, clear b9 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b5 b4,stack b5 b9,unstack b4 b7,stack b4 b5,unstack b7 b1,putdown b7,unstack b1 b3,putdown b1,unstack b4 b5,stack b4 b1,unstack b8 b2,stack b8 b7,unstack b5 b9,stack b5 b8,pickup b9,stack b9 b5,unstack b3 b10,stack b3 b9,pickup b2,stack b2 b10"
"Domain: blocksworld <GOAL> on b2 b8, on b3 b1, on b4 b10, on b5 b9, on b7 b3, on b8 b6, on b9 b7, on b10 b2 <INIT> arm-empty, on b1 b2, on-table b2, on b3 b6, on b4 b3, on b5 b4, on b6 b10, on-table b7, on b8 b9, on b9 b5, on b10 b1, clear b7, clear b8 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b8 b9,stack b8 b7,unstack b9 b5,putdown b9,unstack b5 b4,putdown b5,unstack b4 b3,stack b4 b5,unstack b3 b6,stack b3 b4,unstack b6 b10,putdown b6,unstack b10 b1,stack b10 b3,unstack b1 b2,putdown b1,unstack b8 b7,stack b8 b6,pickup b2,stack b2 b8,unstack b10 b3,stack b10 b2,unstack b3 b4,stack b3 b1,unstack b4 b5,stack b4 b10,pickup b7,stack b7 b3,pickup b9,stack b9 b7,pickup b5,stack b5 b9"
"Domain: blocksworld <GOAL> on b1 b7, on b2 b4, on b6 b5, on b7 b2, on b8 b3, on b10 b9 <INIT> arm-empty, on b1 b3, on b2 b9, on b3 b6, on-table b4, on-table b5, on b6 b4, on b7 b10, on b8 b7, on-table b9, on b10 b5, clear b1, clear b2, clear b8 <ACTION> pickup <PRE> clear ob, on-table ob, arm-empty <EFFECT> holding ob, not clear ob, not on-table ob, not arm-empty <ACTION> putdown <PRE> holding ob <EFFECT> clear ob, arm-empty, on-table ob, not holding ob <ACTION> stack <PRE> clear underob, holding ob <EFFECT> arm-empty, clear ob, on ob underob, not clear underob, not holding ob <ACTION> unstack <PRE> on ob underob, clear ob, arm-empty <EFFECT> holding ob, clear underob, not on ob underob, not clear ob, not arm-empty ", "unstack b1 b3,putdown b1,unstack b3 b6,putdown b3,unstack b6 b4,stack b6 b1,unstack b2 b9,stack b2 b4,unstack b8 b7,stack b8 b3,unstack b7 b10,stack b7 b2,unstack b10 b5,stack b10 b9,unstack b6 b1,stack b6 b5,pickup b1,stack b1 b7"
